                
1     1 14,99820
2     2 28,00002
3     3 27,00000
4     4 29,00000
5     5 27,00005
6     6 63,00000
7     7 60,00764
8     8 59,00000
9     9 53,00458
10   10 40,99899
11   11 50,00195
12   12 47,00015
13   13 43,00136
14   14 44,00012
15   15 48,00000
16   16 16,98750
17   17 15,99033
18   18 14,99968
19   19 16,99992
20   20 17,98536
21   21 21,98985
22   22 21,99955
23   23 15,99880
24   24 14,99999
25   25 14,99976
26   26 26,99992
27   27 20,97995
28   28 17,99985
29   29 39,99999
30   30 19,93272
31   31 37,99981
32   32 35,98477
33   33 37,99911
34   34 19,99151
35   35 53,00095
36   36 18,98485
37   37 43,00475
38   38 22,99840
39   39 46,01167
40   40 43,01860
41   41 47,00000
42   42 54,01364
43   43 54,00000
44   44 59,00000
45   45 60,00095
46   46 62,00513
47   47 63,00005
48   48 65,00626
49   49 65,00129
50   50 15,99809
51   51 55,01211
52   52 49,00072
53   53 44,00024
54   54 64,00007
55   55 23,99971
56   56 21,99715
57   57 24,99880
58   58 25,16754
59   59 18,99809
60   60 26,99974
61   61 22,99999
62   62 20,98324
63   63 14,99966
64   64 15,99868
65   65 27,01083
66   66 18,99841
67   67 19,00040
68   68 36,00004
69   69 32,00001
70   70 21,99481
71   71 17,97721
72   72 45,00008
73   73 44,00003
74   74 46,01832
75   75 33,99999
76   76 45,00193
77   77 25,00006
78   78 45,02168
79   79 16,99991
80   80 14,00000
81   81 15,99996
82   82 39,00056
83   83 37,00417
84   84 28,99947
85   85 33,00374
86   86 33,01080
87   87 29,00009
88   88 29,00019
89   89 27,99784
90   90 14,99961
91   91 18,99700
92   92 16,99663
93   93 40,00899
94   94 41,00031
95   95 27,00000
96   96 31,98291
97   97 42,00115
98   98 30,00023
99   99 19,99992
100 100 26,00000
