                
1     1 83,99003
2     2 82,99998
3     3 76,99998
4     4 82,99670
5     5 75,98916
6     6 90,00000
7     7 81,00000
8     8 81,99999
9     9 79,99996
10   10 73,99620
11   11 28,00377
12   12 33,00000
13   13 63,00000
14   14 62,99586
15   15 35,00038
16   16 71,00016
17   17 77,00155
18   18 38,00199
19   19 34,00002
20   20 87,00000
21   21 83,99850
22   22 40,00158
23   23 25,99999
24   24 26,99877
25   25 45,92253
26   26 94,00206
27   27 39,99853
28   28 43,00000
29   29 26,99998
30   30 91,01148
31   31 64,00498
32   32 86,00073
33   33 77,00041
34   34 58,00042
35   35 67,01066
36   36 41,00042
37   37 60,99989
38   38 34,00001
39   39 32,99940
40   40 66,00107
41   41 32,01151
42   42 43,00216
43   43 78,00007
44   44 68,00000
45   45 63,00112
46   46 51,00228
47   47 48,01182
48   48 37,00001
49   49 43,01228
50   50 40,01470
51   51 41,00587
52   52 41,01235
53   53 62,00007
54   54 40,00004
55   55 37,00002
56   56 35,00040
57   57 40,00001
58   58 61,03048
59   59 66,00001
60   60 62,00012
61   61 61,00032
62   62 62,00001
63   63 59,00033
64   64 66,00085
65   65 69,00003
66   66 51,00038
67   67 25,99987
68   68 82,00009
69   69 86,00024
70   70 88,00183
71   71 90,00080
72   72 83,00038
73   73 94,00650
74   74 94,00189
75   75 43,00036
76   76 40,00001
77   77 94,00148
78   78 93,00424
79   79 91,00157
80   80 67,00006
81   81 72,00008
82   82 67,00003
83   83 26,98160
84   84 25,99944
85   85 41,99978
86   86 66,00379
87   87 51,99998
88   88 25,99982
89   89 64,02861
90   90 52,00019
91   91 74,99989
92   92 78,99982
93   93 78,99995
94   94 78,99999
95   95 77,98934
96   96 75,00000
97   97 68,00000
98   98 78,99673
99   99 78,99992
100 100 83,98648
