                 
1     1  74,99953
2     2  75,99993
3     3  75,99999
4     4  73,99999
5     5  75,00000
6     6  78,99985
7     7  53,99956
8     8  63,99998
9     9  33,98599
10   10  28,99009
11   11  24,99957
12   12  21,99993
13   13  15,98281
14   14  19,99663
15   15  18,99843
16   16  18,91276
17   17  21,99101
18   18  19,99962
19   19  19,99937
20   20  17,99991
21   21  20,99995
22   22  29,99994
23   23  19,99997
24   24  18,00000
25   25  21,99995
26   26  22,00000
27   27  19,99736
28   28  20,99776
29   29  17,99997
30   30  20,99283
31   31  20,98861
32   32  20,99999
33   33  21,99218
34   34  18,98887
35   35  19,99998
36   36  19,99987
37   37  20,99996
38   38  21,00000
39   39  67,00051
40   40  70,00001
41   41  70,00005
42   42  68,00020
43   43  69,00340
44   44  74,00568
45   45  54,00000
46   46  73,00016
47   47  74,00007
48   48  58,00000
49   49  84,00027
50   50  61,00000
51   51  48,00504
52   52  59,00000
53   53  61,00463
54   54  62,00011
55   55  60,00012
56   56  33,00907
57   57  43,00001
58   58  47,00000
59   59  44,00000
60   60  41,01137
61   61  36,00001
62   62  55,01676
63   63  50,00653
64   64  61,08873
65   65  62,00000
66   66  75,00450
67   67  74,00554
68   68  80,00005
69   69  86,00524
70   70  83,00000
71   71  16,99616
72   72  92,00023
73   73  17,99996
74   74  89,00005
75   75 100,00103
76   76  94,00681
77   77  99,00000
78   78  95,00048
79   79  92,00028
80   80  84,00104
81   81  81,00009
82   82  82,00304
83   83  75,00001
84   84  76,00000
85   85  67,00283
86   86  62,00001
87   87  56,00000
88   88  16,98936
89   89  27,99999
90   90  48,99798
91   91  52,98767
92   92  56,00000
93   93  64,99984
94   94  83,99999
95   95  62,99185
96   96  65,00000
97   97  70,99954
98   98  70,99820
99   99  75,99953
100 100  72,99994
